遥信(DI)描述,遥测(AI)描述,遥测(AI)乘法因子,遥测(AI)偏移量,遥控(DO)描述,遥控(DO)限定词：0-未指定；1-短脉冲；2-长脉冲；3-持续,遥控(DO)类型：0-选择执行；1-立即执行,遥调(AO)描述,累计量(CI)描述
遥信(DI)#4169,遥测(AI)#4169,4169,-5832,遥控(DO)#4169,2,1,遥调(AO)#4169,累计量(CI)#4169
遥信(DI)#4170,遥测(AI)#4170,4170,-5831,遥控(DO)#4170,2,1,遥调(AO)#4170,累计量(CI)#4170
遥信(DI)#4171,遥测(AI)#4171,4171,-5830,遥控(DO)#4171,2,1,遥调(AO)#4171,累计量(CI)#4171
遥信(DI)#4172,遥测(AI)#4172,4172,-5829,遥控(DO)#4172,2,1,遥调(AO)#4172,累计量(CI)#4172
遥信(DI)#4173,遥测(AI)#4173,4173,-5828,遥控(DO)#4173,2,1,遥调(AO)#4173,累计量(CI)#4173
遥信(DI)#4174,遥测(AI)#4174,4174,-5827,遥控(DO)#4174,2,1,遥调(AO)#4174,累计量(CI)#4174
遥信(DI)#4175,遥测(AI)#4175,4175,-5826,遥控(DO)#4175,2,1,遥调(AO)#4175,累计量(CI)#4175
遥信(DI)#4176,遥测(AI)#4176,4176,-5825,遥控(DO)#4176,2,1,遥调(AO)#4176,累计量(CI)#4176
遥信(DI)#4177,遥测(AI)#4177,4177,-5824,遥控(DO)#4177,2,1,遥调(AO)#4177,累计量(CI)#4177
遥信(DI)#4178,遥测(AI)#4178,4178,-5823,遥控(DO)#4178,2,1,遥调(AO)#4178,累计量(CI)#4178
遥信(DI)#4179,遥测(AI)#4179,4179,-5822,遥控(DO)#4179,2,1,遥调(AO)#4179,累计量(CI)#4179
遥信(DI)#4180,遥测(AI)#4180,4180,-5821,遥控(DO)#4180,2,1,遥调(AO)#4180,累计量(CI)#4180
遥信(DI)#4181,遥测(AI)#4181,4181,-5820,遥控(DO)#4181,2,1,遥调(AO)#4181,累计量(CI)#4181
遥信(DI)#4182,遥测(AI)#4182,4182,-5819,遥控(DO)#4182,2,1,遥调(AO)#4182,累计量(CI)#4182
遥信(DI)#4183,遥测(AI)#4183,4183,-5818,遥控(DO)#4183,2,1,遥调(AO)#4183,累计量(CI)#4183
遥信(DI)#4184,遥测(AI)#4184,4184,-5817,遥控(DO)#4184,2,1,遥调(AO)#4184,累计量(CI)#4184
遥信(DI)#4185,遥测(AI)#4185,4185,-5816,遥控(DO)#4185,2,1,遥调(AO)#4185,累计量(CI)#4185
遥信(DI)#4186,遥测(AI)#4186,4186,-5815,遥控(DO)#4186,2,1,遥调(AO)#4186,累计量(CI)#4186
遥信(DI)#4187,遥测(AI)#4187,4187,-5814,遥控(DO)#4187,2,1,遥调(AO)#4187,累计量(CI)#4187
遥信(DI)#4188,遥测(AI)#4188,4188,-5813,遥控(DO)#4188,2,1,遥调(AO)#4188,累计量(CI)#4188
遥信(DI)#4189,遥测(AI)#4189,4189,-5812,遥控(DO)#4189,2,1,遥调(AO)#4189,累计量(CI)#4189
遥信(DI)#4190,遥测(AI)#4190,4190,-5811,遥控(DO)#4190,2,1,遥调(AO)#4190,累计量(CI)#4190
遥信(DI)#4191,遥测(AI)#4191,4191,-5810,遥控(DO)#4191,2,1,遥调(AO)#4191,累计量(CI)#4191
遥信(DI)#4192,遥测(AI)#4192,4192,-5809,遥控(DO)#4192,2,1,遥调(AO)#4192,累计量(CI)#4192
遥信(DI)#4193,遥测(AI)#4193,4193,-5808,遥控(DO)#4193,2,1,遥调(AO)#4193,累计量(CI)#4193
遥信(DI)#4194,遥测(AI)#4194,4194,-5807,遥控(DO)#4194,2,1,遥调(AO)#4194,累计量(CI)#4194
遥信(DI)#4195,遥测(AI)#4195,4195,-5806,遥控(DO)#4195,2,1,遥调(AO)#4195,累计量(CI)#4195
遥信(DI)#4196,遥测(AI)#4196,4196,-5805,遥控(DO)#4196,2,1,遥调(AO)#4196,累计量(CI)#4196
遥信(DI)#4197,遥测(AI)#4197,4197,-5804,遥控(DO)#4197,2,1,遥调(AO)#4197,累计量(CI)#4197
遥信(DI)#4198,遥测(AI)#4198,4198,-5803,遥控(DO)#4198,2,1,遥调(AO)#4198,累计量(CI)#4198
遥信(DI)#4199,遥测(AI)#4199,4199,-5802,遥控(DO)#4199,2,1,遥调(AO)#4199,累计量(CI)#4199
遥信(DI)#4200,遥测(AI)#4200,4200,-5801,遥控(DO)#4200,2,1,遥调(AO)#4200,累计量(CI)#4200
遥信(DI)#4201,遥测(AI)#4201,4201,-5800,遥控(DO)#4201,2,1,遥调(AO)#4201,累计量(CI)#4201
遥信(DI)#4202,遥测(AI)#4202,4202,-5799,遥控(DO)#4202,2,1,遥调(AO)#4202,累计量(CI)#4202
遥信(DI)#4203,遥测(AI)#4203,4203,-5798,遥控(DO)#4203,2,1,遥调(AO)#4203,累计量(CI)#4203
遥信(DI)#4204,遥测(AI)#4204,4204,-5797,遥控(DO)#4204,2,1,遥调(AO)#4204,累计量(CI)#4204
遥信(DI)#4205,遥测(AI)#4205,4205,-5796,遥控(DO)#4205,2,1,遥调(AO)#4205,累计量(CI)#4205
遥信(DI)#4206,遥测(AI)#4206,4206,-5795,遥控(DO)#4206,2,1,遥调(AO)#4206,累计量(CI)#4206
遥信(DI)#4207,遥测(AI)#4207,4207,-5794,遥控(DO)#4207,2,1,遥调(AO)#4207,累计量(CI)#4207
遥信(DI)#4208,遥测(AI)#4208,4208,-5793,遥控(DO)#4208,2,1,遥调(AO)#4208,累计量(CI)#4208
遥信(DI)#4209,遥测(AI)#4209,4209,-5792,遥控(DO)#4209,2,1,遥调(AO)#4209,累计量(CI)#4209
遥信(DI)#4210,遥测(AI)#4210,4210,-5791,遥控(DO)#4210,2,1,遥调(AO)#4210,累计量(CI)#4210
遥信(DI)#4211,遥测(AI)#4211,4211,-5790,遥控(DO)#4211,2,1,遥调(AO)#4211,累计量(CI)#4211
遥信(DI)#4212,遥测(AI)#4212,4212,-5789,遥控(DO)#4212,2,1,遥调(AO)#4212,累计量(CI)#4212
遥信(DI)#4213,遥测(AI)#4213,4213,-5788,遥控(DO)#4213,2,1,遥调(AO)#4213,累计量(CI)#4213
遥信(DI)#4214,遥测(AI)#4214,4214,-5787,遥控(DO)#4214,2,1,遥调(AO)#4214,累计量(CI)#4214
遥信(DI)#4215,遥测(AI)#4215,4215,-5786,遥控(DO)#4215,2,1,遥调(AO)#4215,累计量(CI)#4215
遥信(DI)#4216,遥测(AI)#4216,4216,-5785,遥控(DO)#4216,2,1,遥调(AO)#4216,累计量(CI)#4216
遥信(DI)#4217,遥测(AI)#4217,4217,-5784,遥控(DO)#4217,2,1,遥调(AO)#4217,累计量(CI)#4217
遥信(DI)#4218,遥测(AI)#4218,4218,-5783,遥控(DO)#4218,2,1,遥调(AO)#4218,累计量(CI)#4218
遥信(DI)#4219,遥测(AI)#4219,4219,-5782,遥控(DO)#4219,2,1,遥调(AO)#4219,累计量(CI)#4219
遥信(DI)#4220,遥测(AI)#4220,4220,-5781,遥控(DO)#4220,2,1,遥调(AO)#4220,累计量(CI)#4220
遥信(DI)#4221,遥测(AI)#4221,4221,-5780,遥控(DO)#4221,2,1,遥调(AO)#4221,累计量(CI)#4221
遥信(DI)#4222,遥测(AI)#4222,4222,-5779,遥控(DO)#4222,2,1,遥调(AO)#4222,累计量(CI)#4222
遥信(DI)#4223,遥测(AI)#4223,4223,-5778,遥控(DO)#4223,2,1,遥调(AO)#4223,累计量(CI)#4223
遥信(DI)#4224,遥测(AI)#4224,4224,-5777,遥控(DO)#4224,2,1,遥调(AO)#4224,累计量(CI)#4224
遥信(DI)#4225,遥测(AI)#4225,4225,-5776,遥控(DO)#4225,2,1,遥调(AO)#4225,累计量(CI)#4225
遥信(DI)#4226,遥测(AI)#4226,4226,-5775,遥控(DO)#4226,2,1,遥调(AO)#4226,累计量(CI)#4226
遥信(DI)#4227,遥测(AI)#4227,4227,-5774,遥控(DO)#4227,2,1,遥调(AO)#4227,累计量(CI)#4227
遥信(DI)#4228,遥测(AI)#4228,4228,-5773,遥控(DO)#4228,2,1,遥调(AO)#4228,累计量(CI)#4228
遥信(DI)#4229,遥测(AI)#4229,4229,-5772,遥控(DO)#4229,2,1,遥调(AO)#4229,累计量(CI)#4229
遥信(DI)#4230,遥测(AI)#4230,4230,-5771,遥控(DO)#4230,2,1,遥调(AO)#4230,累计量(CI)#4230
遥信(DI)#4231,遥测(AI)#4231,4231,-5770,遥控(DO)#4231,2,1,遥调(AO)#4231,累计量(CI)#4231
遥信(DI)#4232,遥测(AI)#4232,4232,-5769,遥控(DO)#4232,2,1,遥调(AO)#4232,累计量(CI)#4232
遥信(DI)#4233,遥测(AI)#4233,4233,-5768,遥控(DO)#4233,2,1,遥调(AO)#4233,累计量(CI)#4233
遥信(DI)#4234,遥测(AI)#4234,4234,-5767,遥控(DO)#4234,2,1,遥调(AO)#4234,累计量(CI)#4234
遥信(DI)#4235,遥测(AI)#4235,4235,-5766,遥控(DO)#4235,2,1,遥调(AO)#4235,累计量(CI)#4235
遥信(DI)#4236,遥测(AI)#4236,4236,-5765,遥控(DO)#4236,2,1,遥调(AO)#4236,累计量(CI)#4236
遥信(DI)#4237,遥测(AI)#4237,4237,-5764,遥控(DO)#4237,2,1,遥调(AO)#4237,累计量(CI)#4237
遥信(DI)#4238,遥测(AI)#4238,4238,-5763,遥控(DO)#4238,2,1,遥调(AO)#4238,累计量(CI)#4238
遥信(DI)#4239,遥测(AI)#4239,4239,-5762,遥控(DO)#4239,2,1,遥调(AO)#4239,累计量(CI)#4239
遥信(DI)#4240,遥测(AI)#4240,4240,-5761,遥控(DO)#4240,2,1,遥调(AO)#4240,累计量(CI)#4240
遥信(DI)#4241,遥测(AI)#4241,4241,-5760,遥控(DO)#4241,2,1,遥调(AO)#4241,累计量(CI)#4241
遥信(DI)#4242,遥测(AI)#4242,4242,-5759,遥控(DO)#4242,2,1,遥调(AO)#4242,累计量(CI)#4242
遥信(DI)#4243,遥测(AI)#4243,4243,-5758,遥控(DO)#4243,2,1,遥调(AO)#4243,累计量(CI)#4243
遥信(DI)#4244,遥测(AI)#4244,4244,-5757,遥控(DO)#4244,2,1,遥调(AO)#4244,累计量(CI)#4244
遥信(DI)#4245,遥测(AI)#4245,4245,-5756,遥控(DO)#4245,2,1,遥调(AO)#4245,累计量(CI)#4245
遥信(DI)#4246,遥测(AI)#4246,4246,-5755,遥控(DO)#4246,2,1,遥调(AO)#4246,累计量(CI)#4246
遥信(DI)#4247,遥测(AI)#4247,4247,-5754,遥控(DO)#4247,2,1,遥调(AO)#4247,累计量(CI)#4247
遥信(DI)#4248,遥测(AI)#4248,4248,-5753,遥控(DO)#4248,2,1,遥调(AO)#4248,累计量(CI)#4248
遥信(DI)#4249,遥测(AI)#4249,4249,-5752,遥控(DO)#4249,2,1,遥调(AO)#4249,累计量(CI)#4249
遥信(DI)#4250,遥测(AI)#4250,4250,-5751,遥控(DO)#4250,2,1,遥调(AO)#4250,累计量(CI)#4250
遥信(DI)#4251,遥测(AI)#4251,4251,-5750,遥控(DO)#4251,2,1,遥调(AO)#4251,累计量(CI)#4251
遥信(DI)#4252,遥测(AI)#4252,4252,-5749,遥控(DO)#4252,2,1,遥调(AO)#4252,累计量(CI)#4252
遥信(DI)#4253,遥测(AI)#4253,4253,-5748,遥控(DO)#4253,2,1,遥调(AO)#4253,累计量(CI)#4253
遥信(DI)#4254,遥测(AI)#4254,4254,-5747,遥控(DO)#4254,2,1,遥调(AO)#4254,累计量(CI)#4254
遥信(DI)#4255,遥测(AI)#4255,4255,-5746,遥控(DO)#4255,2,1,遥调(AO)#4255,累计量(CI)#4255
遥信(DI)#4256,遥测(AI)#4256,4256,-5745,遥控(DO)#4256,2,1,遥调(AO)#4256,累计量(CI)#4256
遥信(DI)#4257,遥测(AI)#4257,4257,-5744,遥控(DO)#4257,2,1,遥调(AO)#4257,累计量(CI)#4257
遥信(DI)#4258,遥测(AI)#4258,4258,-5743,遥控(DO)#4258,2,1,遥调(AO)#4258,累计量(CI)#4258
遥信(DI)#4259,遥测(AI)#4259,4259,-5742,遥控(DO)#4259,2,1,遥调(AO)#4259,累计量(CI)#4259
遥信(DI)#4260,遥测(AI)#4260,4260,-5741,遥控(DO)#4260,2,1,遥调(AO)#4260,累计量(CI)#4260
遥信(DI)#4261,遥测(AI)#4261,4261,-5740,遥控(DO)#4261,2,1,遥调(AO)#4261,累计量(CI)#4261
遥信(DI)#4262,遥测(AI)#4262,4262,-5739,遥控(DO)#4262,2,1,遥调(AO)#4262,累计量(CI)#4262
遥信(DI)#4263,遥测(AI)#4263,4263,-5738,遥控(DO)#4263,2,1,遥调(AO)#4263,累计量(CI)#4263
遥信(DI)#4264,遥测(AI)#4264,4264,-5737,遥控(DO)#4264,2,1,遥调(AO)#4264,累计量(CI)#4264
遥信(DI)#4265,遥测(AI)#4265,4265,-5736,遥控(DO)#4265,2,1,遥调(AO)#4265,累计量(CI)#4265
遥信(DI)#4266,遥测(AI)#4266,4266,-5735,遥控(DO)#4266,2,1,遥调(AO)#4266,累计量(CI)#4266
遥信(DI)#4267,遥测(AI)#4267,4267,-5734,遥控(DO)#4267,2,1,遥调(AO)#4267,累计量(CI)#4267
遥信(DI)#4268,遥测(AI)#4268,4268,-5733,遥控(DO)#4268,2,1,遥调(AO)#4268,累计量(CI)#4268
遥信(DI)#4269,遥测(AI)#4269,4269,-5732,遥控(DO)#4269,2,1,遥调(AO)#4269,累计量(CI)#4269
遥信(DI)#4270,遥测(AI)#4270,4270,-5731,遥控(DO)#4270,2,1,遥调(AO)#4270,累计量(CI)#4270
遥信(DI)#4271,遥测(AI)#4271,4271,-5730,遥控(DO)#4271,2,1,遥调(AO)#4271,累计量(CI)#4271
遥信(DI)#4272,遥测(AI)#4272,4272,-5729,遥控(DO)#4272,2,1,遥调(AO)#4272,累计量(CI)#4272
遥信(DI)#4273,遥测(AI)#4273,4273,-5728,遥控(DO)#4273,2,1,遥调(AO)#4273,累计量(CI)#4273
遥信(DI)#4274,遥测(AI)#4274,4274,-5727,遥控(DO)#4274,2,1,遥调(AO)#4274,累计量(CI)#4274
遥信(DI)#4275,遥测(AI)#4275,4275,-5726,遥控(DO)#4275,2,1,遥调(AO)#4275,累计量(CI)#4275
遥信(DI)#4276,遥测(AI)#4276,4276,-5725,遥控(DO)#4276,2,1,遥调(AO)#4276,累计量(CI)#4276
遥信(DI)#4277,遥测(AI)#4277,4277,-5724,遥控(DO)#4277,2,1,遥调(AO)#4277,累计量(CI)#4277
遥信(DI)#4278,遥测(AI)#4278,4278,-5723,遥控(DO)#4278,2,1,遥调(AO)#4278,累计量(CI)#4278
遥信(DI)#4279,遥测(AI)#4279,4279,-5722,遥控(DO)#4279,2,1,遥调(AO)#4279,累计量(CI)#4279
遥信(DI)#4280,遥测(AI)#4280,4280,-5721,遥控(DO)#4280,2,1,遥调(AO)#4280,累计量(CI)#4280
遥信(DI)#4281,遥测(AI)#4281,4281,-5720,遥控(DO)#4281,2,1,遥调(AO)#4281,累计量(CI)#4281
遥信(DI)#4282,遥测(AI)#4282,4282,-5719,遥控(DO)#4282,2,1,遥调(AO)#4282,累计量(CI)#4282
遥信(DI)#4283,遥测(AI)#4283,4283,-5718,遥控(DO)#4283,2,1,遥调(AO)#4283,累计量(CI)#4283
遥信(DI)#4284,遥测(AI)#4284,4284,-5717,遥控(DO)#4284,2,1,遥调(AO)#4284,累计量(CI)#4284
遥信(DI)#4285,遥测(AI)#4285,4285,-5716,遥控(DO)#4285,2,1,遥调(AO)#4285,累计量(CI)#4285
遥信(DI)#4286,遥测(AI)#4286,4286,-5715,遥控(DO)#4286,2,1,遥调(AO)#4286,累计量(CI)#4286
遥信(DI)#4287,遥测(AI)#4287,4287,-5714,遥控(DO)#4287,2,1,遥调(AO)#4287,累计量(CI)#4287
遥信(DI)#4288,遥测(AI)#4288,4288,-5713,遥控(DO)#4288,2,1,遥调(AO)#4288,累计量(CI)#4288
遥信(DI)#4289,遥测(AI)#4289,4289,-5712,遥控(DO)#4289,2,1,遥调(AO)#4289,累计量(CI)#4289
遥信(DI)#4290,遥测(AI)#4290,4290,-5711,遥控(DO)#4290,2,1,遥调(AO)#4290,累计量(CI)#4290
遥信(DI)#4291,遥测(AI)#4291,4291,-5710,遥控(DO)#4291,2,1,遥调(AO)#4291,累计量(CI)#4291
遥信(DI)#4292,遥测(AI)#4292,4292,-5709,遥控(DO)#4292,2,1,遥调(AO)#4292,累计量(CI)#4292
遥信(DI)#4293,遥测(AI)#4293,4293,-5708,遥控(DO)#4293,2,1,遥调(AO)#4293,累计量(CI)#4293
遥信(DI)#4294,遥测(AI)#4294,4294,-5707,遥控(DO)#4294,2,1,遥调(AO)#4294,累计量(CI)#4294
遥信(DI)#4295,遥测(AI)#4295,4295,-5706,遥控(DO)#4295,2,1,遥调(AO)#4295,累计量(CI)#4295
遥信(DI)#4296,遥测(AI)#4296,4296,-5705,遥控(DO)#4296,2,1,遥调(AO)#4296,累计量(CI)#4296
遥信(DI)#4297,遥测(AI)#4297,4297,-5704,遥控(DO)#4297,2,1,遥调(AO)#4297,累计量(CI)#4297
遥信(DI)#4298,遥测(AI)#4298,4298,-5703,遥控(DO)#4298,2,1,遥调(AO)#4298,累计量(CI)#4298
遥信(DI)#4299,遥测(AI)#4299,4299,-5702,遥控(DO)#4299,2,1,遥调(AO)#4299,累计量(CI)#4299
遥信(DI)#4300,遥测(AI)#4300,4300,-5701,遥控(DO)#4300,2,1,遥调(AO)#4300,累计量(CI)#4300
遥信(DI)#4301,遥测(AI)#4301,4301,-5700,遥控(DO)#4301,2,1,遥调(AO)#4301,累计量(CI)#4301
遥信(DI)#4302,遥测(AI)#4302,4302,-5699,遥控(DO)#4302,2,1,遥调(AO)#4302,累计量(CI)#4302
遥信(DI)#4303,遥测(AI)#4303,4303,-5698,遥控(DO)#4303,2,1,遥调(AO)#4303,累计量(CI)#4303
遥信(DI)#4304,遥测(AI)#4304,4304,-5697,遥控(DO)#4304,2,1,遥调(AO)#4304,累计量(CI)#4304
遥信(DI)#4305,遥测(AI)#4305,4305,-5696,遥控(DO)#4305,2,1,遥调(AO)#4305,累计量(CI)#4305
遥信(DI)#4306,遥测(AI)#4306,4306,-5695,遥控(DO)#4306,2,1,遥调(AO)#4306,累计量(CI)#4306
遥信(DI)#4307,遥测(AI)#4307,4307,-5694,遥控(DO)#4307,2,1,遥调(AO)#4307,累计量(CI)#4307
遥信(DI)#4308,遥测(AI)#4308,4308,-5693,遥控(DO)#4308,2,1,遥调(AO)#4308,累计量(CI)#4308
遥信(DI)#4309,遥测(AI)#4309,4309,-5692,遥控(DO)#4309,2,1,遥调(AO)#4309,累计量(CI)#4309
遥信(DI)#4310,遥测(AI)#4310,4310,-5691,遥控(DO)#4310,2,1,遥调(AO)#4310,累计量(CI)#4310
遥信(DI)#4311,遥测(AI)#4311,4311,-5690,遥控(DO)#4311,2,1,遥调(AO)#4311,累计量(CI)#4311
遥信(DI)#4312,遥测(AI)#4312,4312,-5689,遥控(DO)#4312,2,1,遥调(AO)#4312,累计量(CI)#4312
遥信(DI)#4313,遥测(AI)#4313,4313,-5688,遥控(DO)#4313,2,1,遥调(AO)#4313,累计量(CI)#4313
遥信(DI)#4314,遥测(AI)#4314,4314,-5687,遥控(DO)#4314,2,1,遥调(AO)#4314,累计量(CI)#4314
遥信(DI)#4315,遥测(AI)#4315,4315,-5686,遥控(DO)#4315,2,1,遥调(AO)#4315,累计量(CI)#4315
遥信(DI)#4316,遥测(AI)#4316,4316,-5685,遥控(DO)#4316,2,1,遥调(AO)#4316,累计量(CI)#4316
遥信(DI)#4317,遥测(AI)#4317,4317,-5684,遥控(DO)#4317,2,1,遥调(AO)#4317,累计量(CI)#4317
遥信(DI)#4318,遥测(AI)#4318,4318,-5683,遥控(DO)#4318,2,1,遥调(AO)#4318,累计量(CI)#4318
遥信(DI)#4319,遥测(AI)#4319,4319,-5682,遥控(DO)#4319,2,1,遥调(AO)#4319,累计量(CI)#4319
遥信(DI)#4320,遥测(AI)#4320,4320,-5681,遥控(DO)#4320,2,1,遥调(AO)#4320,累计量(CI)#4320
遥信(DI)#4321,遥测(AI)#4321,4321,-5680,遥控(DO)#4321,2,1,遥调(AO)#4321,累计量(CI)#4321
遥信(DI)#4322,遥测(AI)#4322,4322,-5679,遥控(DO)#4322,2,1,遥调(AO)#4322,累计量(CI)#4322
遥信(DI)#4323,遥测(AI)#4323,4323,-5678,遥控(DO)#4323,2,1,遥调(AO)#4323,累计量(CI)#4323
遥信(DI)#4324,遥测(AI)#4324,4324,-5677,遥控(DO)#4324,2,1,遥调(AO)#4324,累计量(CI)#4324
遥信(DI)#4325,遥测(AI)#4325,4325,-5676,遥控(DO)#4325,2,1,遥调(AO)#4325,累计量(CI)#4325
遥信(DI)#4326,遥测(AI)#4326,4326,-5675,遥控(DO)#4326,2,1,遥调(AO)#4326,累计量(CI)#4326
遥信(DI)#4327,遥测(AI)#4327,4327,-5674,遥控(DO)#4327,2,1,遥调(AO)#4327,累计量(CI)#4327
遥信(DI)#4328,遥测(AI)#4328,4328,-5673,遥控(DO)#4328,2,1,遥调(AO)#4328,累计量(CI)#4328
遥信(DI)#4329,遥测(AI)#4329,4329,-5672,遥控(DO)#4329,2,1,遥调(AO)#4329,累计量(CI)#4329
遥信(DI)#4330,遥测(AI)#4330,4330,-5671,遥控(DO)#4330,2,1,遥调(AO)#4330,累计量(CI)#4330
遥信(DI)#4331,遥测(AI)#4331,4331,-5670,遥控(DO)#4331,2,1,遥调(AO)#4331,累计量(CI)#4331
遥信(DI)#4332,遥测(AI)#4332,4332,-5669,遥控(DO)#4332,2,1,遥调(AO)#4332,累计量(CI)#4332
遥信(DI)#4333,遥测(AI)#4333,4333,-5668,遥控(DO)#4333,2,1,遥调(AO)#4333,累计量(CI)#4333
遥信(DI)#4334,遥测(AI)#4334,4334,-5667,遥控(DO)#4334,2,1,遥调(AO)#4334,累计量(CI)#4334
遥信(DI)#4335,遥测(AI)#4335,4335,-5666,遥控(DO)#4335,2,1,遥调(AO)#4335,累计量(CI)#4335
遥信(DI)#4336,遥测(AI)#4336,4336,-5665,遥控(DO)#4336,2,1,遥调(AO)#4336,累计量(CI)#4336
遥信(DI)#4337,遥测(AI)#4337,4337,-5664,遥控(DO)#4337,2,1,遥调(AO)#4337,累计量(CI)#4337
遥信(DI)#4338,遥测(AI)#4338,4338,-5663,遥控(DO)#4338,2,1,遥调(AO)#4338,累计量(CI)#4338
遥信(DI)#4339,遥测(AI)#4339,4339,-5662,遥控(DO)#4339,2,1,遥调(AO)#4339,累计量(CI)#4339
遥信(DI)#4340,遥测(AI)#4340,4340,-5661,遥控(DO)#4340,2,1,遥调(AO)#4340,累计量(CI)#4340
遥信(DI)#4341,遥测(AI)#4341,4341,-5660,遥控(DO)#4341,2,1,遥调(AO)#4341,累计量(CI)#4341
遥信(DI)#4342,遥测(AI)#4342,4342,-5659,遥控(DO)#4342,2,1,遥调(AO)#4342,累计量(CI)#4342
遥信(DI)#4343,遥测(AI)#4343,4343,-5658,遥控(DO)#4343,2,1,遥调(AO)#4343,累计量(CI)#4343
遥信(DI)#4344,遥测(AI)#4344,4344,-5657,遥控(DO)#4344,2,1,遥调(AO)#4344,累计量(CI)#4344
遥信(DI)#4345,遥测(AI)#4345,4345,-5656,遥控(DO)#4345,2,1,遥调(AO)#4345,累计量(CI)#4345
遥信(DI)#4346,遥测(AI)#4346,4346,-5655,遥控(DO)#4346,2,1,遥调(AO)#4346,累计量(CI)#4346
遥信(DI)#4347,遥测(AI)#4347,4347,-5654,遥控(DO)#4347,2,1,遥调(AO)#4347,累计量(CI)#4347
遥信(DI)#4348,遥测(AI)#4348,4348,-5653,遥控(DO)#4348,2,1,遥调(AO)#4348,累计量(CI)#4348
遥信(DI)#4349,遥测(AI)#4349,4349,-5652,遥控(DO)#4349,2,1,遥调(AO)#4349,累计量(CI)#4349
遥信(DI)#4350,遥测(AI)#4350,4350,-5651,遥控(DO)#4350,2,1,遥调(AO)#4350,累计量(CI)#4350
遥信(DI)#4351,遥测(AI)#4351,4351,-5650,遥控(DO)#4351,2,1,遥调(AO)#4351,累计量(CI)#4351
遥信(DI)#4352,遥测(AI)#4352,4352,-5649,遥控(DO)#4352,2,1,遥调(AO)#4352,累计量(CI)#4352
遥信(DI)#4353,遥测(AI)#4353,4353,-5648,遥控(DO)#4353,2,1,遥调(AO)#4353,累计量(CI)#4353
遥信(DI)#4354,遥测(AI)#4354,4354,-5647,遥控(DO)#4354,2,1,遥调(AO)#4354,累计量(CI)#4354
遥信(DI)#4355,遥测(AI)#4355,4355,-5646,遥控(DO)#4355,2,1,遥调(AO)#4355,累计量(CI)#4355
遥信(DI)#4356,遥测(AI)#4356,4356,-5645,遥控(DO)#4356,2,1,遥调(AO)#4356,累计量(CI)#4356
遥信(DI)#4357,遥测(AI)#4357,4357,-5644,遥控(DO)#4357,2,1,遥调(AO)#4357,累计量(CI)#4357
遥信(DI)#4358,遥测(AI)#4358,4358,-5643,遥控(DO)#4358,2,1,遥调(AO)#4358,累计量(CI)#4358
遥信(DI)#4359,遥测(AI)#4359,4359,-5642,遥控(DO)#4359,2,1,遥调(AO)#4359,累计量(CI)#4359
遥信(DI)#4360,遥测(AI)#4360,4360,-5641,遥控(DO)#4360,2,1,遥调(AO)#4360,累计量(CI)#4360
遥信(DI)#4361,遥测(AI)#4361,4361,-5640,遥控(DO)#4361,2,1,遥调(AO)#4361,累计量(CI)#4361
遥信(DI)#4362,遥测(AI)#4362,4362,-5639,遥控(DO)#4362,2,1,遥调(AO)#4362,累计量(CI)#4362
遥信(DI)#4363,遥测(AI)#4363,4363,-5638,遥控(DO)#4363,2,1,遥调(AO)#4363,累计量(CI)#4363
遥信(DI)#4364,遥测(AI)#4364,4364,-5637,遥控(DO)#4364,2,1,遥调(AO)#4364,累计量(CI)#4364
遥信(DI)#4365,遥测(AI)#4365,4365,-5636,遥控(DO)#4365,2,1,遥调(AO)#4365,累计量(CI)#4365
遥信(DI)#4366,遥测(AI)#4366,4366,-5635,遥控(DO)#4366,2,1,遥调(AO)#4366,累计量(CI)#4366
遥信(DI)#4367,遥测(AI)#4367,4367,-5634,遥控(DO)#4367,2,1,遥调(AO)#4367,累计量(CI)#4367
遥信(DI)#4368,遥测(AI)#4368,4368,-5633,遥控(DO)#4368,2,1,遥调(AO)#4368,累计量(CI)#4368
遥信(DI)#4369,遥测(AI)#4369,4369,-5632,遥控(DO)#4369,2,1,遥调(AO)#4369,累计量(CI)#4369
遥信(DI)#4370,遥测(AI)#4370,4370,-5631,遥控(DO)#4370,2,1,遥调(AO)#4370,累计量(CI)#4370
遥信(DI)#4371,遥测(AI)#4371,4371,-5630,遥控(DO)#4371,2,1,遥调(AO)#4371,累计量(CI)#4371
遥信(DI)#4372,遥测(AI)#4372,4372,-5629,遥控(DO)#4372,2,1,遥调(AO)#4372,累计量(CI)#4372
遥信(DI)#4373,遥测(AI)#4373,4373,-5628,遥控(DO)#4373,2,1,遥调(AO)#4373,累计量(CI)#4373
遥信(DI)#4374,遥测(AI)#4374,4374,-5627,遥控(DO)#4374,2,1,遥调(AO)#4374,累计量(CI)#4374
遥信(DI)#4375,遥测(AI)#4375,4375,-5626,遥控(DO)#4375,2,1,遥调(AO)#4375,累计量(CI)#4375
遥信(DI)#4376,遥测(AI)#4376,4376,-5625,遥控(DO)#4376,2,1,遥调(AO)#4376,累计量(CI)#4376
遥信(DI)#4377,遥测(AI)#4377,4377,-5624,遥控(DO)#4377,2,1,遥调(AO)#4377,累计量(CI)#4377
遥信(DI)#4378,遥测(AI)#4378,4378,-5623,遥控(DO)#4378,2,1,遥调(AO)#4378,累计量(CI)#4378
